ticket_id,movie_id,title,release_date,original_language,adult,cinema,city,show_time,seat_category,age,sex,no_of_persons,ticket_type,ticket_price,payment_price,payment_type,booking_date
TKT0032600,3301424,Saiyaara,2025-07-18,hi,FALSE,Wave,Bangalore,Night,Silver,68,Male,4,Student,140,584,Credit Card,2025-07-21
TKT0032601,1682981,Mission Grey House,2025-01-17,hi,FALSE,Mukta A2,Kolkata,Afternoon,Platinum,19,Male,1,Regular,190,198,Wallet,2025-02-02
TKT0032602,2791647,Bhool Bhulaiyaa 3,2024-11-01,hi,TRUE,INOX,Chandigarh,Morning,Silver,58,Male,5,Balcony,220,1125,Wallet,2024-11-03
TKT0032603,4577921,Bhool Chuk Maaf,2025-05-23,hi,FALSE,INOX,Mumbai,Morning,Platinum,67,Male,5,Student,120,608,Debit Card,2025-06-11
TKT0032604,4187179,Pushpa 2: The Rule,2024-12-05,hi,FALSE,Miraj,Pune,Evening,Platinum,59,Female,4,VIP,220,903,UPI,2024-12-09
TKT0032605,7802810,Baby John,2024-12-25,hi,FALSE,Wave,Delhi,Night,Gold,37,Male,1,Balcony,140,154,Debit Card,2024-12-25
TKT0032606,7640599,Sitaare Zameen Par,2025-06-20,hi,FALSE,Carnival,Ahmedabad,Night,Platinum,22,Female,5,VIP,180,924,Credit Card,2025-06-25
TKT0032607,4187179,Pushpa 2: The Rule,2024-12-05,hi,FALSE,Wave,Ahmedabad,Morning,Platinum,48,Male,4,VIP,230,943,Wallet,2024-12-28
TKT0032608,6598281,Chhaava,2025-02-14,hi,FALSE,Wave,Ahmedabad,Evening,Platinum,28,Female,1,Balcony,180,203,UPI,2025-03-11
TKT0032609,7112583,Housefull 5,2025-06-06,hi,FALSE,Mukta A2,Chandigarh,Morning,Gold,33,Female,1,Regular,200,206,Wallet,2025-06-28
TKT0032610,3693097,Vijay 69,2024-11-08,hi,FALSE,Carnival,Kolkata,Night,Silver,51,Male,3,Balcony,140,445,Net Banking,2024-11-27
TKT0032611,4577921,Bhool Chuk Maaf,2025-05-23,hi,FALSE,PVR Cinemas,Chandigarh,Evening,Silver,12,Male,4,VIP,130,540,Debit Card,2025-05-31
TKT0032612,3562219,Emergency,2025-01-17,hi,TRUE,Miraj,Mumbai,Afternoon,Gold,51,Male,4,Student,180,733,Net Banking,2024-11-03
TKT0032613,7745129,Jolly LLB 3,2025-09-19,hi,FALSE,Carnival,Chandigarh,Afternoon,Gold,43,Female,5,VIP,160,823,Debit Card,2025-10-12
TKT0032614,8586250,The Sabarmati Report,2024-11-15,hi,FALSE,Mukta A2,Chandigarh,Evening,Gold,21,Male,3,Student,220,667,Debit Card,2024-12-06
TKT0032615,2988922,Sky Force,2025-01-24,hi,FALSE,Wave,Hyderabad,Afternoon,Silver,65,Male,2,Student,120,254,Net Banking,2025-01-31
TKT0032616,2988922,Sky Force,2025-01-24,hi,FALSE,Cinepolis,Pune,Evening,Platinum,31,Male,1,Student,200,217,Net Banking,2025-01-25
TKT0032617,9850593,Jigra,2024-10-11,hi,FALSE,Wave,Ahmedabad,Afternoon,Gold,32,Female,5,Regular,170,870,Credit Card,2024-10-18
TKT0032618,1434543,Ek Deewane Ki Deewaniyat,2025-10-21,hi,FALSE,Mukta A2,Hyderabad,Afternoon,Silver,36,Male,2,Student,220,461,Net Banking,2025-10-31
TKT0032619,7764093,Azaad,2025-01-17,hi,FALSE,Cinepolis,Ahmedabad,Evening,Platinum,12,Female,5,Student,120,607,UPI,2025-02-12
TKT0032620,1196364,Thamma,2025-10-21,hi,TRUE,Carnival,Mumbai,Afternoon,Platinum,22,Female,4,Regular,170,705,Credit Card,2024-11-03
TKT0032621,1109086,War 2,2025-08-14,hi,FALSE,Carnival,Mumbai,Morning,Silver,42,Male,1,Student,160,176,Net Banking,2025-09-06
TKT0032622,1196364,Thamma,2025-10-21,hi,TRUE,Cinepolis,Ahmedabad,Night,Silver,22,Female,5,VIP,220,1122,Wallet,2024-11-03
TKT0032623,3693097,Vijay 69,2024-11-08,hi,FALSE,Cinepolis,Bangalore,Morning,Silver,36,Female,5,Balcony,140,725,Wallet,2024-11-19
TKT0032624,7712618,The Rabbit House,2025-01-03,hi,FALSE,PVR Cinemas,Mumbai,Morning,Platinum,57,Female,1,VIP,200,214,Wallet,2025-01-04
TKT0032625,8586250,The Sabarmati Report,2024-11-15,hi,FALSE,PVR Cinemas,Ahmedabad,Night,Gold,62,Male,3,Regular,170,534,Credit Card,2024-12-10
TKT0032626,6342506,Dhadak 2,2025-08-01,hi,FALSE,Mukta A2,Ahmedabad,Evening,Gold,21,Female,4,Balcony,220,889,Debit Card,2025-08-06
TKT0032627,7640599,Sitaare Zameen Par,2025-06-20,hi,FALSE,Wave,Chandigarh,Night,Silver,42,Female,4,Student,140,575,Credit Card,2025-07-15
TKT0032628,9850593,Jigra,2024-10-11,hi,FALSE,Miraj,Bangalore,Evening,Silver,31,Male,4,Balcony,170,705,Credit Card,2024-11-04
TKT0032629,8464396,War 2,2025-08-14,hi,FALSE,Wave,Hyderabad,Night,Platinum,34,Female,2,Regular,160,333,Net Banking,2025-08-16
TKT0032630,1486860,Haunted 3D: Ghosts of the Past,2025-09-26,hi,FALSE,Mukta A2,Mumbai,Evening,Silver,59,Female,5,VIP,170,856,Net Banking,2025-10-08
TKT0032631,8586250,The Sabarmati Report,2024-11-15,hi,FALSE,Miraj,Pune,Evening,Platinum,43,Female,4,VIP,140,570,Net Banking,2024-12-04
TKT0032632,8586250,The Sabarmati Report,2024-11-15,hi,FALSE,Carnival,Kolkata,Afternoon,Platinum,27,Female,4,VIP,140,581,Debit Card,2024-12-12
TKT0032633,1109086,War 2,2025-08-14,hi,FALSE,Carnival,Hyderabad,Night,Silver,60,Female,5,Regular,170,863,Wallet,2025-08-22
TKT0032634,1561142,Saira Khan Case,2025-10-10,hi,FALSE,Wave,Pune,Night,Gold,10,Female,1,Balcony,140,150,Wallet,2025-10-17
TKT0032635,1682981,Mission Grey House,2025-01-17,hi,FALSE,PVR Cinemas,Chandigarh,Evening,Platinum,56,Female,3,Balcony,150,460,Net Banking,2025-02-13
TKT0032636,6422623,Sikandar,2025-03-30,hi,FALSE,Cinepolis,Chandigarh,Evening,Platinum,62,Female,3,Regular,130,408,Debit Card,2025-04-26
TKT0032637,1871807,Sikandar Ka Muqaddar,2024-11-29,hi,FALSE,Wave,Bangalore,Morning,Silver,55,Female,1,VIP,240,265,Credit Card,2024-12-22
TKT0032638,7640599,Sitaare Zameen Par,2025-06-20,hi,FALSE,Cinepolis,Mumbai,Afternoon,Gold,41,Male,4,Regular,140,570,Debit Card,2025-06-21
TKT0032639,1227739,Homebound,2025-09-26,hi,FALSE,Carnival,Bangalore,Evening,Silver,69,Male,2,Student,240,505,Credit Card,2025-10-04
TKT0032640,1561205,Controll,2025-10-10,hi,FALSE,Cinepolis,Kolkata,Afternoon,Silver,19,Female,5,Student,170,867,Net Banking,2025-10-16
TKT0032641,7745129,Jolly LLB 3,2025-09-19,hi,FALSE,Wave,Pune,Morning,Silver,29,Female,4,VIP,190,780,UPI,2025-10-18
TKT0032642,4427353,Hisaab Barabar,2025-01-24,hi,FALSE,Carnival,Hyderabad,Night,Platinum,15,Male,3,Student,120,371,Net Banking,2025-02-12
TKT0032643,9850593,Jigra,2024-10-11,hi,FALSE,Carnival,Ahmedabad,Morning,Gold,52,Female,3,Regular,170,533,Credit Card,2024-10-16
TKT0032644,6342506,Dhadak 2,2025-08-01,hi,FALSE,Carnival,Kolkata,Evening,Silver,57,Male,5,Regular,220,1119,Credit Card,2025-08-04
TKT0032645,7446754,Vicky Vidya Ka Woh Wala Video,2024-10-11,hi,FALSE,Mukta A2,Bangalore,Morning,Gold,65,Female,3,Regular,150,475,Debit Card,2024-11-03
TKT0032646,9850593,Jigra,2024-10-11,hi,FALSE,Mukta A2,Kolkata,Evening,Silver,51,Female,4,Student,220,889,Wallet,2024-11-08
TKT0032647,3562219,Emergency,2025-01-17,hi,TRUE,INOX,Chandigarh,Evening,Gold,27,Female,2,Regular,160,328,Net Banking,2024-11-03
TKT0032648,1196364,Thamma,2025-10-21,hi,TRUE,INOX,Hyderabad,Evening,Silver,40,Male,1,Student,170,190,UPI,2024-11-03
TKT0032649,6342506,Dhadak 2,2025-08-01,hi,FALSE,Miraj,Chandigarh,Morning,Silver,27,Female,3,VIP,190,579,Net Banking,2025-08-30
TKT0032650,1248454,Sunny Sanskari Ki Tulsi Kumari,2025-10-02,hi,FALSE,Mukta A2,Ahmedabad,Morning,Platinum,63,Male,5,VIP,220,1111,Debit Card,2025-10-21
TKT0032651,7640599,Sitaare Zameen Par,2025-06-20,hi,FALSE,Cinepolis,Kolkata,Night,Platinum,29,Male,1,Student,120,137,Net Banking,2025-06-20
TKT0032652,7640599,Sitaare Zameen Par,2025-06-20,hi,FALSE,INOX,Kolkata,Night,Silver,25,Female,5,Balcony,180,917,UPI,2025-07-06
TKT0032653,1248454,Sunny Sanskari Ki Tulsi Kumari,2025-10-02,hi,FALSE,Mukta A2,Pune,Afternoon,Gold,30,Male,1,Balcony,180,194,UPI,2025-10-19
TKT0032654,1561142,Saira Khan Case,2025-10-10,hi,FALSE,Miraj,Pune,Morning,Silver,40,Other,2,Regular,220,455,Debit Card,2025-10-28
TKT0032655,7381483,Fateh,2025-01-10,hi,FALSE,Carnival,Delhi,Night,Platinum,42,Male,5,VIP,170,864,UPI,2025-01-25
TKT0032656,7745129,Jolly LLB 3,2025-09-19,hi,FALSE,Cinepolis,Kolkata,Morning,Gold,14,Male,4,VIP,160,662,Credit Card,2025-10-04
TKT0032657,9850593,Jigra,2024-10-11,hi,FALSE,INOX,Ahmedabad,Afternoon,Platinum,34,Female,3,Regular,140,432,Debit Card,2024-10-29
TKT0032658,7640599,Sitaare Zameen Par,2025-06-20,hi,FALSE,Mukta A2,Hyderabad,Afternoon,Platinum,18,Male,1,VIP,180,197,Debit Card,2025-07-20
TKT0032659,7802810,Baby John,2024-12-25,hi,FALSE,PVR Cinemas,Pune,Afternoon,Platinum,53,Female,4,Balcony,150,621,Debit Card,2025-01-13
TKT0032660,1248454,Sunny Sanskari Ki Tulsi Kumari,2025-10-02,hi,FALSE,Cinepolis,Delhi,Night,Platinum,38,Female,2,VIP,170,362,Debit Card,2025-10-06
TKT0032661,4187179,Pushpa 2: The Rule,2024-12-05,hi,FALSE,INOX,Chandigarh,Morning,Platinum,69,Female,5,VIP,170,868,UPI,2025-01-04
TKT0032662,4577921,Bhool Chuk Maaf,2025-05-23,hi,FALSE,PVR Cinemas,Hyderabad,Morning,Platinum,34,Female,2,VIP,180,368,Net Banking,2025-05-26
TKT0032663,3693097,Vijay 69,2024-11-08,hi,FALSE,Miraj,Pune,Morning,Platinum,15,Male,2,VIP,170,364,UPI,2024-11-26
TKT0032664,7712618,The Rabbit House,2025-01-03,hi,FALSE,INOX,Pune,Evening,Silver,54,Male,2,Regular,150,316,UPI,2025-01-23
TKT0032665,7712618,The Rabbit House,2025-01-03,hi,FALSE,Cinepolis,Kolkata,Afternoon,Platinum,21,Female,5,VIP,120,625,UPI,2025-01-07
TKT0032666,7446754,Vicky Vidya Ka Woh Wala Video,2024-10-11,hi,FALSE,Mukta A2,Delhi,Afternoon,Gold,12,Female,5,Student,180,913,UPI,2024-11-02
TKT0032667,6598281,Chhaava,2025-02-14,hi,FALSE,Miraj,Kolkata,Afternoon,Platinum,41,Male,5,VIP,130,655,Net Banking,2025-03-01
TKT0032668,9850593,Jigra,2024-10-11,hi,FALSE,PVR Cinemas,Delhi,Afternoon,Gold,54,Male,3,Student,170,521,Net Banking,2024-10-23
TKT0032669,4187179,Pushpa 2: The Rule,2024-12-05,hi,FALSE,Miraj,Delhi,Evening,Silver,46,Other,3,Student,140,440,Debit Card,2024-12-19
TKT0032670,6905061,Krispy Rishtey,2024-10-18,hi,FALSE,Carnival,Mumbai,Evening,Platinum,52,Female,4,Balcony,140,570,Debit Card,2024-11-01
TKT0032671,7640599,Sitaare Zameen Par,2025-06-20,hi,FALSE,INOX,Bangalore,Evening,Gold,59,Female,1,Regular,109,120,Wallet,2025-06-21
TKT0032672,9850593,Jigra,2024-10-11,hi,FALSE,Mukta A2,Bangalore,Night,Gold,68,Male,2,Regular,140,286,Net Banking,2024-10-17
TKT0032673,1227739,Homebound,2025-09-26,hi,FALSE,INOX,Pune,Evening,Silver,56,Female,1,Balcony,220,237,UPI,2025-10-02
TKT0032674,4240601,Raid 2,2025-05-01,hi,FALSE,Mukta A2,Kolkata,Morning,Platinum,26,Male,2,Balcony,120,246,Wallet,2025-05-29
TKT0032675,1561142,Saira Khan Case,2025-10-10,hi,FALSE,Mukta A2,Ahmedabad,Evening,Platinum,31,Female,3,Student,140,438,Wallet,2025-10-24
TKT0032676,9744207,Naam (The Missing Identity),2024-11-22,hi,FALSE,Cinepolis,Kolkata,Afternoon,Gold,25,Male,2,Student,170,347,UPI,2024-12-13
TKT0032677,4187179,Pushpa 2: The Rule,2024-12-05,hi,FALSE,INOX,Bangalore,Morning,Silver,67,Male,5,VIP,140,714,Net Banking,2024-12-31
TKT0032678,6422623,Sikandar,2025-03-30,hi,FALSE,INOX,Pune,Afternoon,Gold,20,Male,3,VIP,190,584,UPI,2025-04-20
TKT0032679,3301424,Saiyaara,2025-07-18,hi,FALSE,Wave,Pune,Night,Gold,21,Male,4,Regular,240,968,Debit Card,2025-07-27
TKT0032680,6422623,Sikandar,2025-03-30,hi,FALSE,Miraj,Delhi,Evening,Gold,18,Male,2,VIP,160,344,UPI,2025-04-20
TKT0032681,4577921,Bhool Chuk Maaf,2025-05-23,hi,FALSE,PVR Cinemas,Mumbai,Morning,Gold,50,Male,3,Student,130,412,UPI,2025-06-08
TKT0032682,1486860,Haunted 3D: Ghosts of the Past,2025-09-26,hi,FALSE,INOX,Delhi,Afternoon,Platinum,54,Male,4,VIP,170,699,Net Banking,2025-10-20
TKT0032683,4469316,I Want to Talk,2024-11-22,hi,FALSE,Cinepolis,Hyderabad,Evening,Gold,24,Male,1,Balcony,230,239,Debit Card,2024-12-08
TKT0032684,4240601,Raid 2,2025-05-01,hi,FALSE,Carnival,Kolkata,Afternoon,Platinum,31,Male,2,Balcony,150,306,Net Banking,2025-05-16
TKT0032685,2988922,Sky Force,2025-01-24,hi,FALSE,Cinepolis,Chandigarh,Night,Platinum,43,Male,4,Student,180,726,Credit Card,2025-02-18
TKT0032686,7640599,Sitaare Zameen Par,2025-06-20,hi,FALSE,Cinepolis,Hyderabad,Evening,Silver,56,Female,1,Regular,140,148,UPI,2025-07-14
TKT0032687,1871807,Sikandar Ka Muqaddar,2024-11-29,hi,FALSE,PVR Cinemas,Pune,Evening,Silver,57,Male,1,Regular,230,239,Debit Card,2024-12-21
TKT0032688,1434543,Ek Deewane Ki Deewaniyat,2025-10-21,hi,FALSE,INOX,Mumbai,Evening,Platinum,32,Female,5,Student,220,1120,UPI,2025-10-22
TKT0032689,1179317,Lord Curzon Ki Haveli,2025-10-10,hi,FALSE,Cinepolis,Ahmedabad,Evening,Platinum,57,Female,4,Student,220,903,Credit Card,2025-10-17
TKT0032690,2988922,Sky Force,2025-01-24,hi,FALSE,Cinepolis,Kolkata,Morning,Platinum,60,Male,5,Regular,180,925,UPI,2025-02-19
TKT0032691,6342506,Dhadak 2,2025-08-01,hi,FALSE,Mukta A2,Pune,Evening,Silver,49,Female,2,VIP,140,289,Net Banking,2025-08-25
TKT0032692,1682981,Mission Grey House,2025-01-17,hi,FALSE,Mukta A2,Ahmedabad,Evening,Platinum,12,Male,1,VIP,120,145,UPI,2025-01-20
TKT0032693,4469316,I Want to Talk,2024-11-22,hi,FALSE,Cinepolis,Ahmedabad,Afternoon,Gold,55,Female,1,VIP,180,190,Net Banking,2024-12-14
TKT0032694,4427353,Hisaab Barabar,2025-01-24,hi,FALSE,Miraj,Mumbai,Night,Silver,55,Female,3,VIP,150,462,Net Banking,2025-01-28
TKT0032695,1486860,Haunted 3D: Ghosts of the Past,2025-09-26,hi,FALSE,Cinepolis,Ahmedabad,Afternoon,Gold,39,Male,1,VIP,240,257,Net Banking,2025-10-12
TKT0032696,7745129,Jolly LLB 3,2025-09-19,hi,FALSE,INOX,Bangalore,Evening,Platinum,51,Male,3,Balcony,170,534,Debit Card,2025-10-09
TKT0032697,1248454,Sunny Sanskari Ki Tulsi Kumari,2025-10-02,hi,FALSE,Wave,Hyderabad,Night,Platinum,44,Male,1,Student,160,179,Net Banking,2025-10-26
TKT0032698,7112583,Housefull 5,2025-06-06,hi,FALSE,Miraj,Pune,Evening,Platinum,34,Male,5,VIP,150,766,Debit Card,2025-06-19
TKT0032699,2988922,Sky Force,2025-01-24,hi,FALSE,Carnival,Ahmedabad,Evening,Gold,30,Female,1,Balcony,130,155,Credit Card,2025-02-09
TKT0032700,9744207,Naam (The Missing Identity),2024-11-22,hi,FALSE,Mukta A2,Delhi,Afternoon,Gold,48,Female,5,VIP,220,1121,UPI,2024-12-10
TKT0032701,9850593,Jigra,2024-10-11,hi,FALSE,PVR Cinemas,Chandigarh,Evening,Silver,18,Female,5,Student,150,760,Net Banking,2024-10-13
TKT0032702,8464396,War 2,2025-08-14,hi,FALSE,Carnival,Ahmedabad,Afternoon,Platinum,28,Female,2,Regular,150,306,Debit Card,2025-09-13
TKT0032703,1561142,Saira Khan Case,2025-10-10,hi,FALSE,INOX,Kolkata,Night,Gold,19,Female,1,Regular,119,142,Credit Card,2025-10-18
TKT0032704,9850593,Jigra,2024-10-11,hi,FALSE,Mukta A2,Kolkata,Evening,Gold,59,Female,2,Student,240,487,Debit Card,2024-10-19
TKT0032705,3176529,Singham Again,2024-11-01,hi,FALSE,Cinepolis,Pune,Morning,Silver,48,Female,5,VIP,220,1121,Credit Card,2024-11-20
TKT0032706,1682981,Mission Grey House,2025-01-17,hi,FALSE,Miraj,Pune,Afternoon,Gold,33,Female,5,Student,120,610,UPI,2025-01-29
TKT0032707,2190011,Mahavatar Narsimha,2025-07-25,hi,FALSE,Mukta A2,Pune,Afternoon,Silver,29,Male,2,VIP,180,377,Debit Card,2025-08-10
TKT0032708,1109086,War 2,2025-08-14,hi,FALSE,PVR Cinemas,Pune,Afternoon,Gold,10,Male,5,VIP,220,1123,UPI,2025-08-19
TKT0032709,7381483,Fateh,2025-01-10,hi,FALSE,INOX,Pune,Afternoon,Platinum,44,Male,4,VIP,150,623,Wallet,2025-01-21
TKT0032710,1486860,Haunted 3D: Ghosts of the Past,2025-09-26,hi,FALSE,Mukta A2,Delhi,Morning,Gold,33,Female,2,Balcony,170,351,Wallet,2025-10-14
TKT0032711,8464396,War 2,2025-08-14,hi,FALSE,Wave,Chandigarh,Morning,Platinum,46,Female,4,Student,170,685,Net Banking,2025-08-15
TKT0032712,2190011,Mahavatar Narsimha,2025-07-25,hi,FALSE,Miraj,Kolkata,Morning,Platinum,38,Female,1,Student,220,243,Wallet,2025-08-05
TKT0032713,6342506,Dhadak 2,2025-08-01,hi,FALSE,Mukta A2,Bangalore,Night,Silver,59,Female,2,Balcony,170,359,Wallet,2025-08-07
TKT0032714,1486860,Haunted 3D: Ghosts of the Past,2025-09-26,hi,FALSE,Wave,Pune,Morning,Silver,36,Female,3,VIP,220,665,Credit Card,2025-10-17
TKT0032715,6342506,Dhadak 2,2025-08-01,hi,FALSE,Carnival,Kolkata,Afternoon,Silver,12,Female,1,VIP,220,234,Debit Card,2025-08-26
TKT0032716,1109086,War 2,2025-08-14,hi,FALSE,Mukta A2,Bangalore,Afternoon,Silver,38,Male,4,Balcony,190,784,Net Banking,2025-08-16
TKT0032717,1248454,Sunny Sanskari Ki Tulsi Kumari,2025-10-02,hi,FALSE,PVR Cinemas,Mumbai,Evening,Gold,32,Male,5,Balcony,140,714,Wallet,2025-10-31
TKT0032718,2190011,Mahavatar Narsimha,2025-07-25,hi,FALSE,Carnival,Pune,Morning,Silver,60,Male,4,Regular,180,743,Wallet,2025-07-27
TKT0032719,7640599,Sitaare Zameen Par,2025-06-20,hi,FALSE,INOX,Hyderabad,Morning,Platinum,25,Male,5,Regular,150,755,UPI,2025-06-26
TKT0032720,4187179,Pushpa 2: The Rule,2024-12-05,hi,FALSE,INOX,Kolkata,Afternoon,Silver,46,Female,1,Regular,140,164,Credit Card,2024-12-09
TKT0032721,9744207,Naam (The Missing Identity),2024-11-22,hi,FALSE,Cinepolis,Hyderabad,Afternoon,Silver,32,Female,4,VIP,220,892,Net Banking,2024-12-09
TKT0032722,1227739,Homebound,2025-09-26,hi,FALSE,INOX,Ahmedabad,Morning,Platinum,63,Female,5,Balcony,99,512,Credit Card,2025-10-21
TKT0032723,9850593,Jigra,2024-10-11,hi,FALSE,Wave,Pune,Evening,Gold,32,Female,1,Student,220,236,Debit Card,2024-10-29
TKT0032724,7446754,Vicky Vidya Ka Woh Wala Video,2024-10-11,hi,FALSE,Wave,Pune,Afternoon,Silver,24,Male,5,Regular,170,873,Net Banking,2024-11-01
TKT0032725,4240601,Raid 2,2025-05-01,hi,FALSE,Cinepolis,Hyderabad,Afternoon,Gold,54,Female,5,Balcony,150,764,Credit Card,2025-05-23
TKT0032726,2988922,Sky Force,2025-01-24,hi,FALSE,Wave,Delhi,Morning,Gold,46,Female,2,Balcony,180,372,UPI,2025-02-05
TKT0032727,9850593,Jigra,2024-10-11,hi,FALSE,INOX,Chandigarh,Evening,Platinum,57,Female,3,VIP,140,435,Wallet,2024-11-06
TKT0032728,3176529,Singham Again,2024-11-01,hi,FALSE,INOX,Mumbai,Afternoon,Platinum,45,Male,2,VIP,170,364,Net Banking,2024-11-13
TKT0032729,1248454,Sunny Sanskari Ki Tulsi Kumari,2025-10-02,hi,FALSE,Mukta A2,Chandigarh,Morning,Platinum,46,Male,5,Regular,220,1119,Credit Card,2025-10-09
TKT0032730,7640599,Sitaare Zameen Par,2025-06-20,hi,FALSE,Carnival,Bangalore,Night,Silver,11,Male,4,VIP,140,578,UPI,2025-07-18
TKT0032731,2190011,Mahavatar Narsimha,2025-07-25,hi,FALSE,INOX,Bangalore,Evening,Gold,62,Male,2,Student,150,310,Credit Card,2025-08-17
TKT0032732,2190011,Mahavatar Narsimha,2025-07-25,hi,FALSE,Cinepolis,Mumbai,Afternoon,Platinum,49,Male,3,Regular,140,436,Credit Card,2025-08-12
TKT0032733,3301424,Saiyaara,2025-07-18,hi,FALSE,PVR Cinemas,Bangalore,Afternoon,Silver,70,Male,2,Balcony,170,360,UPI,2025-07-21
TKT0032734,7381483,Fateh,2025-01-10,hi,FALSE,Miraj,Delhi,Afternoon,Silver,36,Female,2,VIP,150,307,Debit Card,2025-02-05
TKT0032735,4469316,I Want to Talk,2024-11-22,hi,FALSE,Mukta A2,Delhi,Afternoon,Silver,13,Male,5,Balcony,140,725,Credit Card,2024-11-28
TKT0032736,7112583,Housefull 5,2025-06-06,hi,FALSE,Carnival,Ahmedabad,Night,Platinum,61,Female,1,Regular,150,155,Net Banking,2025-06-25
TKT0032737,1109086,War 2,2025-08-14,hi,FALSE,Cinepolis,Pune,Afternoon,Gold,20,Male,1,Regular,140,147,Debit Card,2025-08-26
TKT0032738,7745129,Jolly LLB 3,2025-09-19,hi,FALSE,Carnival,Kolkata,Evening,Gold,57,Female,3,Regular,220,670,UPI,2025-10-09
TKT0032739,7745129,Jolly LLB 3,2025-09-19,hi,FALSE,Mukta A2,Ahmedabad,Morning,Gold,48,Female,2,Regular,220,458,Wallet,2025-09-26
TKT0032740,4240601,Raid 2,2025-05-01,hi,FALSE,Wave,Kolkata,Afternoon,Gold,43,Female,5,VIP,180,919,Credit Card,2025-05-13
TKT0032741,7112583,Housefull 5,2025-06-06,hi,FALSE,Miraj,Mumbai,Evening,Gold,65,Male,2,Balcony,190,394,Credit Card,2025-06-28
TKT0032742,7112583,Housefull 5,2025-06-06,hi,FALSE,Cinepolis,Kolkata,Morning,Gold,49,Male,1,Student,150,173,UPI,2025-06-11
TKT0032743,3176529,Singham Again,2024-11-01,hi,FALSE,Wave,Chandigarh,Evening,Platinum,49,Female,5,Regular,160,823,Net Banking,2024-11-23
TKT0032744,6342506,Dhadak 2,2025-08-01,hi,FALSE,INOX,Bangalore,Evening,Gold,17,Female,4,VIP,140,571,Debit Card,2025-08-04
TKT0032745,7446754,Vicky Vidya Ka Woh Wala Video,2024-10-11,hi,FALSE,Mukta A2,Hyderabad,Morning,Platinum,58,Male,1,Student,220,228,Credit Card,2024-11-05
TKT0032746,3301424,Saiyaara,2025-07-18,hi,FALSE,Miraj,Delhi,Evening,Gold,23,Male,4,VIP,170,700,Net Banking,2025-08-13
TKT0032747,8464396,War 2,2025-08-14,hi,FALSE,INOX,Hyderabad,Afternoon,Gold,13,Male,3,Balcony,220,669,Net Banking,2025-09-08
TKT0032748,4469316,I Want to Talk,2024-11-22,hi,FALSE,INOX,Hyderabad,Morning,Platinum,36,Female,1,VIP,140,161,UPI,2024-12-10
TKT0032749,1486860,Haunted 3D: Ghosts of the Past,2025-09-26,hi,FALSE,Mukta A2,Mumbai,Night,Platinum,58,Female,3,Balcony,99,311,Wallet,2025-10-09
TKT0032750,7112583,Housefull 5,2025-06-06,hi,FALSE,Carnival,Chandigarh,Night,Platinum,55,Female,4,VIP,200,812,UPI,2025-06-21
TKT0032751,6905061,Krispy Rishtey,2024-10-18,hi,FALSE,Carnival,Delhi,Morning,Gold,60,Female,3,VIP,160,503,UPI,2024-11-09
TKT0032752,1109086,War 2,2025-08-14,hi,FALSE,Carnival,Hyderabad,Evening,Silver,36,Female,1,VIP,140,145,Wallet,2025-09-08
TKT0032753,7764093,Azaad,2025-01-17,hi,FALSE,Wave,Hyderabad,Afternoon,Silver,21,Female,3,Student,150,455,Wallet,2025-02-03
TKT0032754,3562219,Emergency,2025-01-17,hi,TRUE,Mukta A2,Ahmedabad,Afternoon,Silver,49,Male,4,Balcony,200,813,Debit Card,2024-11-03
TKT0032755,2190011,Mahavatar Narsimha,2025-07-25,hi,FALSE,Mukta A2,Kolkata,Night,Platinum,26,Male,4,Balcony,140,584,Debit Card,2025-08-12
TKT0032756,9850593,Jigra,2024-10-11,hi,FALSE,Carnival,Mumbai,Evening,Silver,66,Female,2,Balcony,230,466,UPI,2024-10-13
TKT0032757,3562219,Emergency,2025-01-17,hi,TRUE,Miraj,Bangalore,Afternoon,Silver,54,Female,2,Balcony,180,382,Debit Card,2024-11-03
TKT0032758,4187179,Pushpa 2: The Rule,2024-12-05,hi,FALSE,INOX,Chandigarh,Afternoon,Silver,56,Female,1,Student,190,215,Credit Card,2025-01-04
TKT0032759,3301424,Saiyaara,2025-07-18,hi,FALSE,Wave,Mumbai,Night,Gold,15,Male,4,Student,220,891,UPI,2025-07-25
TKT0032760,6422623,Sikandar,2025-03-30,hi,FALSE,Wave,Ahmedabad,Night,Silver,41,Male,1,VIP,140,162,Credit Card,2025-04-06
TKT0032761,1486860,Haunted 3D: Ghosts of the Past,2025-09-26,hi,FALSE,Cinepolis,Mumbai,Night,Silver,27,Other,2,Regular,140,293,Credit Card,2025-09-30
TKT0032762,7446754,Vicky Vidya Ka Woh Wala Video,2024-10-11,hi,FALSE,INOX,Ahmedabad,Evening,Silver,60,Female,5,Balcony,140,722,Net Banking,2024-11-07
TKT0032763,7446754,Vicky Vidya Ka Woh Wala Video,2024-10-11,hi,FALSE,INOX,Mumbai,Evening,Platinum,32,Other,5,Balcony,220,1114,Debit Card,2024-10-23
TKT0032764,6422623,Sikandar,2025-03-30,hi,FALSE,Wave,Delhi,Afternoon,Platinum,69,Other,5,Regular,150,763,Wallet,2025-04-24
TKT0032765,1682981,Mission Grey House,2025-01-17,hi,FALSE,Mukta A2,Hyderabad,Evening,Platinum,64,Female,4,Student,200,813,Debit Card,2025-01-26
